Date,Company Name,NSE_Code,BSE_Code,Total_Volume,Total_Delivery,Price,PrevClose,Total_Traded_Value,NSE_Volume,NSE_Delivery,BSE_Volume,BSE_Delivery,Segment
230210,Fidel Softech Ltd.,FIDEL,,6000,6000,66.0,67.2,3.96,6000.0,6000.0,0.0,0.0,SM
230210,Foce India Ltd.,FOCE,,8400,7800,678.3,689.95,52.9074,8400.0,7800.0,0.0,0.0,SM
230210,Frog Cellsat Ltd.,FROG,,50000,45200,197.9,204.3,89.4508,50000.0,45200.0,0.0,0.0,SM
230210,Globe International Carriers L,GICL,,3000,3000,39.0,41.0,1.17,3000.0,3000.0,0.0,0.0,SM
230210,Giriraj Civil Developers Ltd.,GIRIRAJ,,1200,1200,212.5,222.0,2.55,1200.0,1200.0,0.0,0.0,SM
230210,Gayatri Rubbers and Chemicals ,GRCL,,32000,32000,42.45,40.45,13.584,32000.0,32000.0,0.0,0.0,ST
230210,Globesecure Technologies Ltd.,GSTL,,36000,20000,118.0,116.35,23.6,36000.0,20000.0,0.0,0.0,SM
230210,Homesfy Realty Ltd.,HOMESFY,,20400,17400,588.65,619.6,102.4251,20400.0,17400.0,0.0,0.0,SM
230210,Innovative Tyres & Tubes Ltd.,INNOVATIVE,,9000,9000,2.2,2.25,0.198,9000.0,9000.0,0.0,0.0,ST
230210,Integrated Personnel Services ,IPSL,,4000,4000,74.15,76.95,2.966,4000.0,4000.0,0.0,0.0,SM
230210,Ishan International Ltd.,ISHAN,,12800,11200,29.0,30.5,3.248,12800.0,11200.0,0.0,0.0,SM
230210,Jainam Ferro Alloys (I) Ltd.,JAINAM,,16000,10000,164.4,173.0,16.44,16000.0,10000.0,0.0,0.0,SM
230210,Jalan Transolutions (India) Lt,JALAN,,105000,69000,9.85,10.5,6.7965,105000.0,69000.0,0.0,0.0,SM
230210,JFL Life Sciences Ltd.,JFLLIFE,,8000,8000,37.4,37.1,2.992,8000.0,8000.0,0.0,0.0,SM
230210,Jeena Sikho Lifecare Ltd.,JSLL,,12000,9000,291.0,296.5,26.19,12000.0,9000.0,0.0,0.0,SM
230210,Kandarp Digi Smart BPO Ltd.,KANDARP,,20000,8000,21.45,20.5,1.716,20000.0,8000.0,0.0,0.0,SM
230210,KHFM Hospitality and Facility ,KHFM,,55800,49600,37.0,46.5,18.352,55800.0,49600.0,0.0,0.0,SM
230210,KN Agri Resources Ltd.,KNAGRI,,3200,3200,130.0,127.0,4.16,3200.0,3200.0,0.0,0.0,SM
230210,Jay Jalaram Technologies Ltd.,KORE,,21000,19000,231.75,243.95,44.0325,21000.0,19000.0,0.0,0.0,SM
230210,Kotyark Industries Ltd.,KOTYARK,,8400,6200,385.1,394.65,23.8762,8400.0,6200.0,0.0,0.0,SM
230210,Krishival Foods Ltd.,KRISHIVAL,,15000,12000,284.0,272.05,34.08,15000.0,12000.0,0.0,0.0,SM
230210,Krishna Defence and Allied Ind,KRISHNADEF,,20000,20000,156.0,158.85,31.2,20000.0,20000.0,0.0,0.0,SM
230210,Latteys Industries Ltd.,LATTEYS,,12500,12500,33.05,157.5,4.13125,12500.0,12500.0,0.0,0.0,SM
230210,Le Merite Exports Ltd.,LEMERITE,,3200,3200,58.95,57.55,1.8864,3200.0,3200.0,0.0,0.0,SM
230210,Lloyds Luxuries Ltd.,LLOYDS,,6000,6000,49.25,47.2,2.955,6000.0,6000.0,0.0,0.0,SM
230210,Vaidya Sane Ayurved Laboratori,MADHAVBAUG,,4000,4000,205.95,210.0,8.238,4000.0,4000.0,0.0,0.0,SM
230210,Mahickra Chemicals Ltd.,MAHICKRA,,1500,1500,97.5,99.9,1.4625,1500.0,1500.0,0.0,0.0,SM
230210,Mohini Health & Hygiene Ltd.,MHHL,,21000,18000,53.6,55.0,9.648,21000.0,18000.0,0.0,0.0,SM
230210,Milton Industries Ltd.,MILTON,,4400,4400,25.45,25.45,1.1198,4400.0,4400.0,0.0,0.0,SM
230210,Moxsh Overseas Educon Ltd.,MOXSH,,4800,4800,90.75,91.0,4.356,4800.0,4800.0,0.0,0.0,SM
230210,Mangalam Worldwide Ltd.,MWL,,1200,1200,106.0,106.0,1.272,1200.0,1200.0,0.0,0.0,SM
230210,Nidan Laboratories And Healthc,NIDAN,,9000,8000,48.0,45.9,3.84,9000.0,8000.0,0.0,0.0,SM
230210,Network People Services Techno,NPST,,19200,14400,318.0,327.9,45.792,19200.0,14400.0,0.0,0.0,SM
230210,Shree Oswal Seeds and Chemical,OSWALSEEDS,,42000,28000,324.95,309.5,90.986,42000.0,28000.0,0.0,0.0,SM
230210,Party Cruisers Ltd.,PARTYCRUS,,18000,14000,117.55,123.6,16.457,18000.0,14000.0,0.0,0.0,SM
230210,Perfect Infraengineers Ltd.,PERFECT,,30000,30000,19.75,19.45,5.925,30000.0,30000.0,0.0,0.0,SM
230210,Phantom Digital Effects Ltd.,PHANTOMFX,,30000,27600,210.0,210.0,57.96,30000.0,27600.0,0.0,0.0,SM
230210,Precision Metaliks Ltd.,PRECISION,,86000,16000,38.25,37.25,6.12,86000.0,16000.0,0.0,0.0,SM
230210,Pritika Engineering Components,PRITIKA,,24000,24000,31.5,32.8,7.56,24000.0,24000.0,0.0,0.0,SM
230210,PE Analytics Ltd.,PROPEQUITY,,27600,19200,156.5,160.25,30.048,27600.0,19200.0,0.0,0.0,SM
230210,QMS Medical Allied Services Lt,QMSMEDI,,17000,8000,166.0,167.4,13.28,17000.0,8000.0,0.0,0.0,SM
230210,RBM Infracon Ltd.,RBMINFRA,,39000,39000,96.1,101.15,37.479,39000.0,39000.0,0.0,0.0,SM
230210,REX Pipes and Cables Industrie,REXPIPES,,4000,4000,41.05,42.4,1.642,4000.0,4000.0,0.0,0.0,SM
230210,RM Drip and Sprinklers System ,RMDRIP,,16000,14000,23.25,24.35,3.255,16000.0,14000.0,0.0,0.0,SM
230210,Salasar Exteriors & Contour Lt,SECL,,15000,6250,303.3,288.9,18.95625,15000.0,6250.0,0.0,0.0,SM
230210,Shigan Quantum Technologies Lt,SHIGAN,,3000,3000,82.95,85.3,2.4885,3000.0,3000.0,0.0,0.0,SM
230210,Shubhlaxmi Jewel Art Ltd.,SHUBHLAXMI,,4000,3000,45.0,45.25,1.35,4000.0,3000.0,0.0,0.0,SM
230210,SKP Bearing Industries Ltd.,SKP,,10000,9000,196.15,203.0,17.6535,10000.0,9000.0,0.0,0.0,SM
230210,SMVD Poly Pack Ltd.,SMVD,,4040,4040,14.95,15.7,0.60398,4040.0,4040.0,0.0,0.0,SM
230210,Solex Energy Ltd.,SOLEX,,1600,800,331.0,341.9,2.648,1600.0,800.0,0.0,0.0,SM
230210,Spectrum Electrical Industries,SPECTRUM,,2000,2000,221.75,211.2,4.435,2000.0,2000.0,0.0,0.0,SM
230210,Surani Steel Tubes Ltd.,SURANI,,6000,6000,34.0,35.1,2.04,6000.0,6000.0,0.0,0.0,SM
230210,Swaraj Suiting Ltd.,SWARAJ,,2000,2000,42.15,44.55,0.843,2000.0,2000.0,0.0,0.0,SM
230210,Swastik Pipes Ltd.,SWASTIK,,63600,61200,90.5,91.0,55.386,63600.0,61200.0,0.0,0.0,SM
230210,Tapi Fruit Processing Ltd.,TAPIFRUIT,,9000,6000,104.95,105.0,6.297,9000.0,6000.0,0.0,0.0,SM
230210,Tara Chand Infralogistic Solut,TARACHAND,,66000,50000,90.35,94.15,45.175,66000.0,50000.0,0.0,0.0,SM
230210,Thejo Engineering Ltd.,THEJO,,1200,1200,1285.55,1303.4,15.4266,1200.0,1200.0,0.0,0.0,SM
230210,Timescan Logistics (India) Ltd,TIMESCAN,,6000,4000,128.35,133.0,5.134,6000.0,4000.0,0.0,0.0,SM
230210,Ushanti Colour Chem Ltd.,UCL,,2000,2000,72.8,72.0,1.456,2000.0,2000.0,0.0,0.0,SM
230210,Uma Converter Ltd.,UMA,,16000,16000,36.55,37.9,5.848,16000.0,16000.0,0.0,0.0,SM
230210,Upsurge Seeds Of Agriculture L,USASEEDS,,67200,56400,742.75,707.4,418.911,67200.0,56400.0,0.0,0.0,SM
230210,Veekayem Fashion And Apparels ,VEEKAYEM,,16000,12000,43.9,44.5,5.268,16000.0,12000.0,0.0,0.0,SM
230210,Vital Chemtech Ltd.,VITAL,,87600,75600,107.6,105.9,81.3456,87600.0,75600.0,0.0,0.0,SM
230210,Viviana Power Tech Ltd.,VIVIANA,,10000,10000,93.5,92.0,9.35,10000.0,10000.0,0.0,0.0,SM
230210,Vadivarhe Speciality Chemicals,VSCL,,3000,3000,36.45,34.8,1.0935000000000001,3000.0,3000.0,0.0,0.0,SM
230210,,DESTIN-RE,,66000,66000,2.25,2.95,1.485,66000.0,66000.0,0.0,0.0,ST
230210,Aartech Solonics Ltd.,AARTECH,542580,8000,8000,77.4,86.0,6.192,0.0,0.0,8000.0,8000.0,M 
230210,Atal Realtech Ltd.,ATALREAL,543911,4800,4800,75.5,73.5,3.624,4800.0,4800.0,0.0,0.0,SM
230210,AVG Logistics Ltd.,AVG,543910,14400,14400,156.3,148.9,22.5072,14400.0,14400.0,0.0,0.0,SM
230210,Bodhi Tree Multimedia Ltd.,BTML,543767,96000,72000,147.95,146.5,106.524,96000.0,72000.0,0.0,0.0,SM
230210,GCM Commodity & Derivatives Lt,535917,535917,36000,30000,7.39,6.72,2.217,0.0,0.0,36000.0,30000.0,M 
230210,Polymac Thermoformers Ltd.,537573,537573,95200,55200,32.55,32.9,17.967599999999997,0.0,0.0,95200.0,55200.0,M 
230210,Unishire Urban Infra Ltd.,537582,537582,70000,70000,1.92,2.02,1.344,0.0,0.0,70000.0,70000.0,M 
230210,Tarini International Ltd.,538496,538496,6000,6000,5.02,5.15,0.30119999999999997,0.0,0.0,6000.0,6000.0,M 
230210,Trivikrama Industries Ltd.,538579,538579,104000,104000,13.31,12.68,13.8424,0.0,0.0,104000.0,104000.0,MT
230210,Jet Infraventure Ltd.,538794,538794,2000,2000,63.55,69.6,1.271,0.0,0.0,2000.0,2000.0,M 
230210,Captain Pipes Ltd.,538817,538817,5500,3000,609.0,582.15,18.27,0.0,0.0,5500.0,3000.0,M 
230210,Raghuvansh Agrofarms Ltd.,538921,538921,625,625,335.0,335.0,2.09375,0.0,0.0,625.0,625.0,M 
230210,SSPN Finance Ltd.,539026,539026,20000,20000,7.7,7.65,1.54,0.0,0.0,20000.0,20000.0,MT
230210,Filtra Consultants and Enginee,539098,539098,3000,3000,47.2,45.0,1.416,0.0,0.0,3000.0,3000.0,M 
230210,Growington Ventures India Ltd.,539222,539222,85000,47500,62.95,62.15,29.90125,0.0,0.0,85000.0,47500.0,M 
230210,Waaree Technologies Ltd.,539337,539337,91000,77000,150.35,163.75,115.7695,0.0,0.0,91000.0,77000.0,M 
230210,Shiva Granito Export Ltd.,540072,540072,10000,10000,9.49,9.98,0.949,0.0,0.0,10000.0,10000.0,M 
230210,Aditya Consumer Marketing Ltd.,540146,540146,2000,2000,58.5,64.5,1.17,0.0,0.0,2000.0,2000.0,M 
230210,Tanvi Foods (India) Ltd.,540332,540332,2000,2000,85.35,94.0,1.707,0.0,0.0,2000.0,2000.0,M 
230210,Prime Fresh Ltd.,540404,540404,750,750,220.1,230.0,1.65075,0.0,0.0,750.0,750.0,M 
230210,Octaware Technologies Ltd.,540416,540416,3200,3200,43.2,48.0,1.3824,0.0,0.0,3200.0,3200.0,M 
230210,Chothani Foods Ltd.,540681,540681,170000,70000,17.35,18.0,12.145,0.0,0.0,170000.0,70000.0,M 
230210,Dhruv Wellness Ltd.,540695,540695,5100,4200,22.9,23.7,0.9618,0.0,0.0,5100.0,4200.0,M 
